<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Lotus Gold Com.ETF,20240721, 260900.00, 261630.00, 260100.00, 261083.00,616851828535.00, 2362668,4594,D,258349.00,260500.00
Lotus Gold Com.ETF,20240720, 257790.00, 259300.00, 257500.00, 258349.00,891140086236.00, 3449364,6122,D,261737.00,259199.00
Lotus Gold Com.ETF,20240717, 262000.00, 262499.00, 260590.00, 261737.00,762488086236.00, 2913180,6490,D,258315.00,261398.00
Lotus Gold Com.ETF,20240714, 257150.00, 259497.00, 256800.00, 258315.00,821120104753.00, 3178749,4612,D,255029.00,258945.00
Lotus Gold Com.ETF,20240713, 257499.00, 257499.00, 254388.00, 255029.00,1477937240505.00, 5795175,9524,D,257501.00,254499.00
Lotus Gold Com.ETF,20240710, 258000.00, 258480.00, 257005.00, 257501.00,930105732763.00, 3612041,5631,D,257223.00,257172.00
Lotus Gold Com.ETF,20240709, 258590.00, 258700.00, 256660.00, 257223.00,1132898300068.00, 4404342,7356,D,259690.00,257029.00
Lotus Gold Com.ETF,20240708, 258011.00, 260897.00, 258000.00, 259690.00,1208340597058.00, 4653010,6874,D,261641.00,259500.00
Lotus Gold Com.ETF,20240707, 261584.00, 262500.00, 260563.00, 261641.00,1541371566197.00, 5891161,8645,D,256914.00,260725.00
Lotus Gold Com.ETF,20240706, 258100.00, 260990.00, 250001.00, 256914.00,4000421485344.00, 15571028,16902,D,270807.00,260212.00
Lotus Gold Com.ETF,20240703, 273000.00, 273450.00, 268900.00, 270807.00,1974556790635.00, 7291389,10223,D,276440.00,270015.00
Lotus Gold Com.ETF,20240702, 278800.00, 278800.00, 275660.00, 276440.00,1820254302064.00, 6584616,6964,D,275666.00,275680.00
Lotus Gold Com.ETF,20240701, 275999.00, 276890.00, 274822.00, 275666.00,1471143666197.00, 5336689,8598,D,278572.00,276690.00
Lotus Gold Com.ETF,20240630, 276000.00, 279350.00, 276000.00, 278572.00,2279249015232.00, 8181895,10467,D,270718.00,279198.00
Lotus Gold Com.ETF,20240629, 268400.00, 274747.00, 268400.00, 270718.00,1839174208875.00, 6793688,7295,D,268026.00,271157.00
Lotus Gold Com.ETF,20240626, 268500.00, 269414.00, 265610.00, 268026.00,1343123082153.00, 5011165,7603,D,271405.00,268808.00
Lotus Gold Com.ETF,20240624, 271200.00, 273000.00, 268828.00, 271405.00,2048787663303.00, 7548832,10557,D,264801.00,269740.00
Lotus Gold Com.ETF,20240623, 263500.00, 265740.00, 263200.00, 264801.00,1717618025604.00, 6486452,8427,D,259054.00,265198.00
Lotus Gold Com.ETF,20240622, 257510.00, 260840.00, 257510.00, 259054.00,826884394012.00, 3191939,5553,D,256379.00,260759.00
Lotus Gold Com.ETF,20240619, 256010.00, 257350.00, 255901.00, 256379.00,1132092051005.00, 4415689,3397,D,256263.00,256529.00
Lotus Gold Com.ETF,20240618, 257000.00, 257000.00, 255650.00, 256263.00,606548119461.00, 2366894,5787,D,256976.00,255650.00
Lotus Gold Com.ETF,20240616, 257300.00, 257489.00, 256770.00, 256976.00,746612677785.00, 2905381,3740,D,257905.00,257220.00
Lotus Gold Com.ETF,20240615, 258830.00, 260390.00, 257450.00, 257905.00,423386330576.00, 1641634,4326,D,257768.00,257500.00
Lotus Gold Com.ETF,20240612, 256888.00, 265600.00, 255501.00, 257768.00,559369139894.00, 2170050,3836,D,256888.00,257770.00
Lotus Gold Com.ETF,20240611, 258011.00, 258500.00, 256177.00, 256888.00,492585623347.00, 1917514,5086,D,257305.00,256181.00
Lotus Gold Com.ETF,20240610, 258600.00, 258600.00, 256800.00, 257305.00,785496528003.00, 3052778,6651,D,260230.00,257797.00
Lotus Gold Com.ETF,20240609, 260300.00, 260959.00, 259700.00, 260230.00,694394407146.00, 2668387,4048,D,259829.00,259900.00
Lotus Gold Com.ETF,20240608, 260350.00, 261000.00, 259648.00, 259829.00,1368033284221.00, 5265127,7030,D,262898.00,259999.00
Lotus Gold Com.ETF,20240605, 263380.00, 263490.00, 261000.00, 262898.00,842086169515.00, 3203087,4195,D,263120.00,263200.00
Lotus Gold Com.ETF,20240602, 262000.00, 263986.00, 261500.00, 263120.00,848041565879.00, 3223022,5481,D,260000.00,263380.00
Lotus Gold Com.ETF,20240601, 262000.00, 262301.00, 258690.00, 260000.00,1220560260277.00, 4694464,9140,D,265174.00,259500.00
Lotus Gold Com.ETF,20240529, 267005.00, 269600.00, 263416.00, 265174.00,1570948315974.00, 5924211,9842,D,267475.00,263711.00
Lotus Gold Com.ETF,20240528, 263999.00, 269349.00, 263401.00, 267475.00,2148065986713.00, 8030889,10958,D,257842.00,267005.00
Lotus Gold Com.ETF,20240527, 256510.00, 258999.00, 256510.00, 257842.00,1384942530661.00, 5371279,6138,D,254386.00,258999.00
Lotus Gold Com.ETF,20240526, 253999.00, 255500.00, 253100.00, 254386.00,816454930503.00, 3209515,6051,D,256045.00,255129.00
Lotus Gold Com.ETF,20240525, 258900.00, 259997.00, 253750.00, 256045.00,1334755167394.00, 5212971,12323,D,261558.00,254195.00
Lotus Gold Com.ETF,20240521, 262500.00, 262565.00, 261020.00, 261558.00,969681583990.00, 3707327,6588,D,262131.00,262137.00
Lotus Gold Com.ETF,20240520, 0.00, 0.00, 0.00, 262131.00,0.00, 0,0,D,262131.00,262959.00
Lotus Gold Com.ETF,20240519, 260000.00, 263100.00, 259963.00, 262131.00,1187477673216.00, 4530098,6381,D,261497.00,262959.00
Lotus Gold Com.ETF,20240518, 260192.00, 263552.00, 260100.00, 261497.00,914836556397.00, 3498454,8263,D,264142.00,260512.00
Lotus Gold Com.ETF,20240515, 265000.00, 266500.00, 262940.00, 264142.00,836929575691.00, 3168480,6513,D,262273.00,263552.00
Lotus Gold Com.ETF,20240514, 260000.00, 263770.00, 259304.00, 262273.00,905387842569.00, 3452083,6220,D,262311.00,263501.00
Lotus Gold Com.ETF,20240513, 264193.00, 264193.00, 261100.00, 262311.00,1042917114927.00, 3975876,9223,D,265752.00,262588.00
Lotus Gold Com.ETF,20240512, 265999.00, 266856.00, 264109.00, 265752.00,694857095702.00, 2614687,6081,D,268427.00,266300.00
Lotus Gold Com.ETF,20240511, 270200.00, 270284.00, 267202.00, 268427.00,917435569703.00, 3417821,6887,D,268705.00,267799.00
Lotus Gold Com.ETF,20240508, 269700.00, 269700.00, 267800.00, 268705.00,695845510585.00, 2589625,5767,D,269757.00,269222.00
Lotus Gold Com.ETF,20240507, 269982.00, 270750.00, 268201.00, 269757.00,868550498054.00, 3219757,6818,D,272801.00,270300.00
Lotus Gold Com.ETF,20240506, 272500.00, 274700.00, 271350.00, 272801.00,1654122183913.00, 6063483,8948,D,267564.00,272600.00
Lotus Gold Com.ETF,20240505, 268000.00, 269000.00, 266400.00, 267564.00,1128638412248.00, 4218204,10722,D,269930.00,266482.00
Lotus Gold Com.ETF,20240501, 269200.00, 273500.00, 265578.00, 269930.00,1629883446163.00, 6038178,10320,D,276768.00,270660.00
Lotus Gold Com.ETF,20240430, 277201.00, 280200.00, 272000.00, 276768.00,4045095858869.00, 14615452,17209,D,269673.00,274902.00
Lotus Gold Com.ETF,20240429, 267009.00, 273490.00, 266010.00, 269673.00,3441460312951.00, 12761589,14976,D,261484.00,273031.00
Lotus Gold Com.ETF,20240428, 257010.00, 267843.00, 256101.00, 261484.00,2368329267165.00, 9057261,13883,D,261716.00,267096.00
Lotus Gold Com.ETF,20240427, 263990.00, 263990.00, 260101.00, 261716.00,2410984694085.00, 9212219,15533,D,266475.00,261380.00
Lotus Gold Com.ETF,20240424, 267000.00, 268500.00, 264051.00, 266475.00,1879978136938.00, 7054977,12738,D,271517.00,267495.00
Lotus Gold Com.ETF,20240423, 275500.00, 275500.00, 269213.00, 271517.00,2246232602340.00, 8272896,18246,D,278660.00,269997.00
Lotus Gold Com.ETF,20240422, 278952.00, 279899.00, 277800.00, 278660.00,1262418472614.00, 4530317,11154,D,281714.00,278111.00
Lotus Gold Com.ETF,20240421, 279900.00, 283100.00, 279900.00, 281714.00,1981861293486.00, 7035003,13037,D,280612.00,280902.00
Lotus Gold Com.ETF,20240420, 285000.00, 285000.00, 278000.00, 280612.00,3370545406227.00, 12011402,17907,D,292278.00,280019.00
Lotus Gold Com.ETF,20240417, 290176.00, 294000.00, 287700.00, 292278.00,2426677297092.00, 8302623,10183,D,290176.00,293000.00
Lotus Gold Com.ETF,20240416, 287790.00, 291575.00, 286002.00, 290176.00,3264158024173.00, 11248883,11889,D,282816.00,290875.00
Lotus Gold Com.ETF,20240415, 280000.00, 289900.00, 277572.00, 282816.00,3687756683650.00, 13039402,18979,D,296584.00,285500.00
Lotus Gold Com.ETF,20240414, 305200.00, 305200.00, 293411.00, 296584.00,3395278035121.00, 11447962,11399,D,299398.00,293411.00
Lotus Gold Com.ETF,20240413, 301500.00, 305000.00, 297000.00, 299398.00,4774149874983.00, 15945850,20190,D,283411.00,303200.00
Lotus Gold Com.ETF,20240409, 278000.00, 286509.00, 278000.00, 283411.00,3809419109284.00, 13441303,17666,D,270419.00,285590.00
Lotus Gold Com.ETF,20240408, 270340.00, 273000.00, 268200.00, 270419.00,3632067938335.00, 13431268,16384,D,278205.00,271100.00
Lotus Gold Com.ETF,20240407, 287300.00, 287300.00, 275010.00, 278205.00,4396546184227.00, 15803275,22315,D,292919.00,275476.00
Lotus Gold Com.ETF,20240406, 297620.00, 298900.00, 287100.00, 292919.00,5401333064542.00, 18439706,23314,D,283855.00,288001.00
Lotus Gold Com.ETF,20240403, 281100.00, 287000.00, 278000.00, 283855.00,3795337699438.00, 13370692,17598,D,279160.00,285850.00
Lotus Gold Com.ETF,20240402, 279890.00, 280990.00, 277050.00, 279160.00,3791799035653.00, 13582908,15532,D,264634.00,279950.00
Lotus Gold Com.ETF,20240330, 263800.00, 266900.00, 262700.00, 264634.00,1690727310737.00, 6388923,11578,D,258548.00,263492.00
Lotus Gold Com.ETF,20240327, 257498.00, 259301.00, 257301.00, 258548.00,1399312261843.00, 5412198,7921,D,253872.00,258800.00
Lotus Gold Com.ETF,20240326, 254700.00, 256450.00, 250741.00, 253872.00,1350908443563.00, 5321213,9216,D,258004.00,254883.00
Lotus Gold Com.ETF,20240325, 260900.00, 260999.00, 255865.00, 258004.00,1611253879614.00, 6245066,12040,D,261058.00,257360.00
Lotus Gold Com.ETF,20240324, 259110.00, 262500.00, 259000.00, 261058.00,2308965675817.00, 8844654,11817,D,251200.00,261300.00
Lotus Gold Com.ETF,20240318, 246505.00, 253101.00, 246505.00, 251200.00,2455201215461.00, 9773898,10386,D,243970.00,252800.00
Lotus Gold Com.ETF,20240317, 243100.00, 244997.00, 243100.00, 243970.00,1806079970220.00, 7402879,7682,D,238663.00,244397.00
Lotus Gold Com.ETF,20240316, 237111.00, 241270.00, 236611.00, 238663.00,1126904127565.00, 4721741,6242,D,236001.00,240900.00
Lotus Gold Com.ETF,20240313, 235700.00, 236990.00, 235111.00, 236001.00,1003178483202.00, 4250740,5536,D,237488.00,236449.00
Lotus Gold Com.ETF,20240312, 237897.00, 238333.00, 235502.00, 237488.00,673937194613.00, 2837769,4815,D,237902.00,237951.00
Lotus Gold Com.ETF,20240311, 234400.00, 239997.00, 234000.00, 237902.00,1463198467389.00, 6150420,7659,D,236163.00,238190.00
Lotus Gold Com.ETF,20240310, 237793.00, 238400.00, 234947.00, 236163.00,1998248451336.00, 8461301,12245,D,244186.00,235800.00
Lotus Gold Com.ETF,20240309, 245500.00, 247418.00, 242381.00, 244186.00,2006978544431.00, 8219043,11519,D,239719.00,243900.00
Lotus Gold Com.ETF,20240306, 239999.00, 241999.00, 237494.00, 239719.00,1944992839116.00, 8113638,11433,D,237494.00,239040.00
Lotus Gold Com.ETF,20240305, 234300.00, 239850.00, 234000.00, 237494.00,1905928031499.00, 8025148,10660,D,231436.00,239448.00
Lotus Gold Com.ETF,20240304, 232500.00, 233300.00, 229916.00, 231436.00,1398867264630.00, 6044296,7822,D,226830.00,231999.00
Lotus Gold Com.ETF,20240303, 227520.00, 227702.00, 225700.00, 226830.00,831390121803.00, 3665253,6931,D,230675.00,227288.00
Lotus Gold Com.ETF,20240302, 230000.00, 235000.00, 227501.00, 230675.00,1965168302696.00, 8519211,9972,D,225080.00,227520.00
Lotus Gold Com.ETF,20240228, 226200.00, 226200.00, 224000.00, 225080.00,951427143740.00, 4227067,6083,D,225685.00,225479.00
Lotus Gold Com.ETF,20240227, 225999.00, 226666.00, 224510.00, 225685.00,1068471529887.00, 4734341,6428,D,225618.00,225106.00
Lotus Gold Com.ETF,20240226, 227000.00, 227379.00, 224130.00, 225618.00,1297389557829.00, 5750372,8751,D,225664.00,225389.00
Lotus Gold Com.ETF,20240224, 226350.00, 227000.00, 224020.00, 225664.00,1193444630393.00, 5288584,7562,D,222079.00,224670.00
Lotus Gold Com.ETF,20240221, 221500.00, 222750.00, 221386.00, 222079.00,820098547551.00, 3692829,5519,D,219567.00,222440.00
Lotus Gold Com.ETF,20240220, 221900.00, 221900.00, 218690.00, 219567.00,1219520821341.00, 5554212,10053,D,223440.00,219661.00
Lotus Gold Com.ETF,20240219, 223000.00, 225300.00, 220819.00, 223440.00,1413867727875.00, 6327733,7563,D,224080.00,224079.00
Lotus Gold Com.ETF,20240218, 221403.00, 226490.00, 221400.00, 224080.00,1808724743819.00, 8071784,10411,D,218722.00,225880.00
Lotus Gold Com.ETF,20240217, 217700.00, 219526.00, 217700.00, 218722.00,1417611880513.00, 6481333,7699,D,216684.00,219250.00
Lotus Gold Com.ETF,20240214, 216600.00, 217620.00, 216101.00, 216684.00,602044130326.00, 2778448,4773,D,216548.00,216610.00
Lotus Gold Com.ETF,20240213, 217400.00, 217400.00, 215700.00, 216548.00,553831563492.00, 2557549,4776,D,217478.00,217219.00
Lotus Gold Com.ETF,20240212, 217000.00, 218397.00, 216300.00, 217478.00,795558674930.00, 3658108,5940,D,214846.00,217582.00
Lotus Gold Com.ETF,20240210, 214300.00, 216072.00, 212050.00, 214846.00,738414548074.00, 3436942,5442,D,216828.00,215999.00
Lotus Gold Com.ETF,20240207, 215800.00, 217750.00, 215100.00, 216828.00,1238153789566.00, 5710316,7528,D,213944.00,217375.00
Lotus Gold Com.ETF,20240206, 213000.00, 215700.00, 212740.00, 213944.00,1533696339861.00, 7168684,7759,D,211227.00,215100.00
Lotus Gold Com.ETF,20240205, 212825.00, 214100.00, 209900.00, 211227.00,2295123226203.00, 10865680,13171,D,214128.00,212837.00
Lotus Gold Com.ETF,20240204, 213900.00, 215000.00, 212720.00, 214128.00,1207515454813.00, 5639216,10460,D,215033.00,214085.00
Lotus Gold Com.ETF,20240203, 219879.00, 219879.00, 213700.00, 215033.00,2523416567512.00, 11734993,15762,D,224503.00,215002.00
Lotus Gold Com.ETF,20240131, 228499.00, 228499.00, 221990.00, 224503.00,2378952436375.00, 10596550,17006,D,233290.00,222795.00
Lotus Gold Com.ETF,20240130, 237999.00, 238000.00, 227300.00, 233290.00,3475617478329.00, 14898247,17867,D,234022.00,227950.00
Lotus Gold Com.ETF,20240129, 234890.00, 236999.00, 231801.00, 234022.00,2567994355808.00, 10973318,11941,D,226734.00,235005.00
Lotus Gold Com.ETF,20240128, 229900.00, 229900.00, 223000.00, 226734.00,1612923228465.00, 7113721,11019,D,231050.00,225000.00
Lotus Gold Com.ETF,20240127, 229000.00, 233301.00, 228520.00, 231050.00,2072351807193.00, 8969293,12251,D,229501.00,232800.00
Lotus Gold Com.ETF,20240124, 233000.00, 236500.00, 225631.00, 229501.00,2294169318987.00, 9996354,14010,D,227944.00,226880.00
Lotus Gold Com.ETF,20240123, 224200.00, 229998.00, 224200.00, 227944.00,1920223623583.00, 8424086,11418,D,219229.00,228430.00
Lotus Gold Com.ETF,20240122, 218000.00, 221200.00, 214700.00, 219229.00,1604506219039.00, 7318864,8812,D,218077.00,220700.00
Lotus Gold Com.ETF,20240121, 215500.00, 220480.00, 213600.00, 218077.00,2800652667640.00, 12842497,10901,D,211880.00,218201.00
Lotus Gold Com.ETF,20240120, 211795.00, 214480.00, 209400.00, 211880.00,1289139028894.00, 6084296,7145,D,211791.00,214400.00
Lotus Gold Com.ETF,20240117, 211110.00, 213000.00, 210200.00, 211791.00,844400802848.00, 3986959,5981,D,212372.00,212500.00
Lotus Gold Com.ETF,20240116, 211699.00, 214790.00, 210001.00, 212372.00,1235021970422.00, 5815383,7520,D,208159.00,212396.00
Lotus Gold Com.ETF,20240115, 206888.00, 209000.00, 206800.00, 208159.00,1573243563086.00, 7557907,8507,D,215867.00,208375.00
Lotus Gold Com.ETF,20240114, 222940.00, 224630.00, 208600.00, 215867.00,3795333830924.00, 17581823,21706,D,216929.00,209999.00
Lotus Gold Com.ETF,20240113, 215200.00, 219500.00, 215120.00, 216929.00,4589357670408.00, 21156059,15605,D,210249.00,218400.00
Lotus Gold Com.ETF,20240110, 206000.00, 211920.00, 205800.00, 210249.00,2820051733670.00, 13412945,9922,D,202673.00,211886.00
Lotus Gold Com.ETF,20240109, 200808.00, 203790.00, 200808.00, 202673.00,1725633222421.00, 8514377,5984,D,200948.00,203559.00
Lotus Gold Com.ETF,20240108, 200997.00, 201480.00, 200201.00, 200948.00,549360602396.00, 2733847,4657,D,200478.00,200608.00
Lotus Gold Com.ETF,20240107, 198330.00, 201150.00, 198330.00, 200478.00,961620659850.00, 4796630,5133,D,198330.00,200997.00
Lotus Gold Com.ETF,20240106, 198055.00, 198981.00, 197910.00, 198330.00,631988101847.00, 3186544,4726,D,198981.00,198832.00
Lotus Gold Com.ETF,20240103, 199000.00, 199700.00, 198500.00, 198981.00,970771477504.00, 4878721,4665,D,197940.00,198621.00
Lotus Gold Com.ETF,20240102, 197700.00, 198997.00, 197000.00, 197940.00,926441643948.00, 4680414,4365,D,196118.00,198335.00
Lotus Gold Com.ETF,20240101, 195910.00, 196427.00, 195510.00, 196118.00,420769788835.00, 2145496,3350,D,196013.00,196346.00
Lotus Gold Com.ETF,20231231, 196500.00, 196500.00, 195701.00, 196013.00,374965779167.00, 1912964,3808,D,195797.00,195900.00
Lotus Gold Com.ETF,20231230, 196286.00, 196300.00, 195000.00, 195797.00,568997251001.00, 2906062,4790,D,194377.00,196110.00
Lotus Gold Com.ETF,20231227, 194450.00, 194651.00, 194000.00, 194377.00,349319521969.00, 1797127,2820,D,194061.00,194379.00
Lotus Gold Com.ETF,20231226, 194200.00, 194500.00, 193571.00, 194061.00,356006901450.00, 1834511,2627,D,193118.00,193872.00
Lotus Gold Com.ETF,20231225, 193700.00, 193700.00, 192906.00, 193118.00,190384845560.00, 985845,2439,D,193501.00,193247.00
Lotus Gold Com.ETF,20231224, 193635.00, 193702.00, 192888.00, 193501.00,232002169936.00, 1198972,2324,D,193636.00,193530.00
Lotus Gold Com.ETF,20231223, 193800.00, 193802.00, 193550.00, 193636.00,620811865571.00, 3206080,3154,D,192306.00,193701.00
Lotus Gold Com.ETF,20231220, 192000.00, 192900.00, 191840.00, 192306.00,474787658139.00, 2468914,3059,D,192024.00,192800.00
Lotus Gold Com.ETF,20231219, 192311.00, 192330.00, 191805.00, 192024.00,253692151418.00, 1321146,2809,D,192510.00,192189.00
Lotus Gold Com.ETF,20231218, 192850.00, 192850.00, 192310.00, 192510.00,663400420482.00, 3446058,3189,D,192876.00,192463.00
Lotus Gold Com.ETF,20231216, 193550.00, 193830.00, 192580.00, 192876.00,274960842373.00, 1425581,3195,D,192289.00,192800.00
Lotus Gold Com.ETF,20231213, 192300.00, 192446.00, 192002.00, 192289.00,276585981307.00, 1438384,1949,D,192224.00,192441.00
Lotus Gold Com.ETF,20231212, 192000.00, 192443.00, 192000.00, 192224.00,210418357475.00, 1094651,2426,D,192269.00,192301.00
Lotus Gold Com.ETF,20231211, 192600.00, 192600.00, 192101.00, 192269.00,201223109891.00, 1046573,2593,D,193040.00,192289.00
Lotus Gold Com.ETF,20231210, 192511.00, 193350.00, 192511.00, 193040.00,242251577378.00, 1254929,2049,D,192161.00,193220.00
Lotus Gold Com.ETF,20231209, 192500.00, 192999.00, 191550.00, 192161.00,371508941001.00, 1933317,2944,D,193510.00,192854.00
Lotus Gold Com.ETF,20231206, 193975.00, 193999.00, 193200.00, 193510.00,336340683015.00, 1738102,3049,D,194163.00,193303.00
Lotus Gold Com.ETF,20231205, 194000.00, 194500.00, 193822.00, 194163.00,529452247238.00, 2726848,3596,D,195934.00,194250.00
Lotus Gold Com.ETF,20231204, 195800.00, 196460.00, 195501.00, 195934.00,712800155871.00, 3637955,4572,D,195358.00,195692.00
Lotus Gold Com.ETF,20231203, 196500.00, 196500.00, 194960.00, 195358.00,759887269709.00, 3889726,3822,D,194684.00,195488.00
Lotus Gold Com.ETF,20231202, 193850.00, 195100.00, 193848.00, 194684.00,649744741118.00, 3337436,4227,D,191717.00,194950.00
Lotus Gold Com.ETF,20231129, 191604.00, 192100.00, 191140.00, 191717.00,374097573296.00, 1951303,2987,D,191083.00,191553.00
Lotus Gold Com.ETF,20231128, 191615.00, 191690.00, 190800.00, 191083.00,361272085649.00, 1890655,3169,D,191408.00,190990.00
Lotus Gold Com.ETF,20231127, 191000.00, 191822.00, 190900.00, 191408.00,180869878628.00, 944944,2007,D,191002.00,191700.00
Lotus Gold Com.ETF,20231126, 191500.00, 191500.00, 190303.00, 191002.00,320066930059.00, 1675724,2625,D,191047.00,190990.00
Lotus Gold Com.ETF,20231125, 190650.00, 191777.00, 190410.00, 191047.00,495510092555.00, 2593655,3053,D,190140.00,191737.00
Lotus Gold Com.ETF,20231122, 190449.00, 190449.00, 189520.00, 190140.00,279875693124.00, 1471945,2270,D,189787.00,190370.00
Lotus Gold Com.ETF,20231121, 190000.00, 190490.00, 189524.00, 189787.00,297752490406.00, 1568875,2521,D,188446.00,189528.00
Lotus Gold Com.ETF,20231120, 188810.00, 189499.00, 188210.00, 188446.00,391135793857.00, 2075580,4500,D,190063.00,189395.00
Lotus Gold Com.ETF,20231119, 190865.00, 190865.00, 189002.00, 190063.00,440993894664.00, 2320253,4246,D,190933.00,190000.00
Lotus Gold Com.ETF,20231118, 191500.00, 191500.00, 190706.00, 190933.00,403920822321.00, 2115508,3106,D,191667.00,190865.00
Lotus Gold Com.ETF,20231115, 191501.00, 191980.00, 191334.00, 191667.00,373949517029.00, 1951035,2458,D,190665.00,191666.00
Lotus Gold Com.ETF,20231114, 191489.00, 191489.00, 190200.00, 190665.00,316099677603.00, 1657878,2732,D,191572.00,190925.00
Lotus Gold Com.ETF,20231113, 191900.00, 191982.00, 191001.00, 191572.00,226186022068.00, 1180685,2091,D,191196.00,191805.00
Lotus Gold Com.ETF,20231112, 191699.00, 191750.00, 190770.00, 191196.00,255218487626.00, 1334851,3023,D,191325.00,191739.00
Lotus Gold Com.ETF,20231111, 190980.00, 191798.00, 190650.00, 191325.00,546534590569.00, 2856575,3098,D,190979.00,191747.00
Lotus Gold Com.ETF,20231108, 190000.00, 191929.00, 189821.00, 190979.00,590984504213.00, 3094496,2805,D,190409.00,191699.00
Lotus Gold Com.ETF,20231107, 191000.00, 191190.00, 189067.00, 190409.00,601754592828.00, 3160327,4334,D,191890.00,190532.00
Lotus Gold Com.ETF,20231106, 192355.00, 192355.00, 191640.00, 191890.00,416607157982.00, 2171075,3950,D,192961.00,191690.00
